,5 FLUOROURACIL 84 ugmL,A baumannii 5075,ACTINOMYCIN D 4 ugmL,ACTINOMYCIN D 6 ugmL,ADRIAMYCIN 6 ugmL,AZITHROMYCIN 0.4 ugmL,BENZAKONIUM CHLORIDE 20 ugmL,BENZAKONIUM CHLORIDE 40 ugmL,BLEOMYCIN 1.5 ugmL,BLEOMYCIN 3 ugmL,BLOOD AGAR 1,CAMP 0.2 uM,CCCP 0.05 ugmL,CCCP 0.075 ugmL,CEFSULODIN 3 ugmL,CEFSULODIN 6 ugmL,CHLORHEXIDINE 4 ugmL,CHLORHEXIDINE 7 ugmL,CIPROFLOXACIN 0.00025 ugmL,COPPER SULPHATE 20 ugmL,COPPER SULPHATE 50 ugmL,CYCLIC DI GMP 1 uM,DIBUCAINE 0.25 ugmL,DIMETHYL FUMARATE 0.6 ugmL,DMSO 2.5 ugmL,DMSO 5 ugmL,EDTA 1 mM,EGCG 120 ugmL,EGCG 75 ugmL,EGLA WATER DISINFECTANT 1.5 ugmL,EGLA WATER DISINFECTANT 2.5 ugmL,FOSFOMYCIN 25 ugmL,FOSFOMYCIN 45 ugmL,GENTAMYCIN 5 ugmL,GLYCOLIC ACID 0.25 ugmL,GLYCOLIC ACID 0.75,HYDROGEN PEROXIDE 1.8 mM,IMIDAZOLE 12 ugmL,IMIDAZOLE 24 ugmL,ISOPROPANOL 5 ugmL,K pneumoniae MKP 103,LOPERAMIDE 60 ugmL,LOPERAMIDE 80 ugmL,LYSOZYME 120 ugmL,M9 A KETOGLUTARATE 1,M9 GLYCEROL 1,M9 PROLINE 1,M9 PYRUVATE 1,MAGNESIUM CHLORIDE 10 mgmL,MAGNESIUM CHLORIDE 5 mgmL,METFORMIN 10 ugmL,METFORMIN 8 ugmL,METHOTREXATE 60 ugmL,MMS 1,MMS 1.5,N HEXANOYL L HOMOSERINE LACTONE 200 ugmL,NIGERICIN 200 ugmL,NO SALT LB with SUCROSE 0 mM,P aeruginosa 1,PROCAINE 1 ugmL,PROCAINE 1.5 ugmL,RIFAMPICIN 0.2 ugmL,SALT 0 mM,SDS 0.25,SODIUM BUTYRATE 50 ugmL,SODIUM BUTYRATE 70 ugmL,SODIUM CHOLATE 100 ugmL,SODIUM DEOXYCHOLATE 105 ugmL,SODIUM DEOXYCHOLATE 90 ugmL,SODIUM HYPOCHLORITE 0.75,SODIUM TAUROCHOLATE 40 ugmL,SODIUM TAUROCHOLATE 60 ugmL,SPECTINOMYCIN 12 ugmL,SPECTINOMYCIN 9 ugmL,STREPTOMYCIN 3 ugmL,STREPTOMYCIN 8 ugmL,TEMPERATURE 18,TEMPERATURE 25,TEMPERATURE 30,TRICLOSAN 70 ugmL,TRICLOSAN 90 ugmL,UREA 800 ugmL,UV 0.07 Joules,UV 0.1 Joules,UV 0.2 Joules,UV 0.5 Joules,V cholerae C 7606,VANILLIN AZITHROMYCIN 1,VANILLIN CIPROFLOXACIN 1,ZINC SULPHATE 150 ugmL,pH 6
VC1302 MutT/nudix family protein  DNA metabolism,1.141780842,0.932097152,-0.900904438,-0.95929845,-1.702682197,1.12368061,2.727564364,2.248537029,-2.680357784,-1.911639599,2.076691566,-0.396126944,0.754240129,-0.342712191,-1.876911329,-1.907301306,0.845116082,-0.208469872,0.826807007,0.015165428,-1.179638715,-0.746788132,-1.368817475,-1.379480589,1.280972351,0.259668727,0.433821765,1.255249797,1.54329918,0.136650597,-1.16458143,-0.001613324,2.998440631,-1.417609702,-0.383906277,-0.7263826,0.257883735,-0.09071861,-0.589111956,0.860911697,0.238958361,-0.338634132,-0.054683048,1.859977218,2.358994597,-1.252849472,1.24644927,0.52684529,-0.096503229,3.912323773,-0.420557889,-0.912497992,-0.791096435,-0.469540888,0.131309217,-0.567730324,0.985817823,0.26696368,1.291788107,-0.26977892,-0.556471066,2.69600361,-1.676178362,-10.62083504,2.682188587,1.814810161,-1.72555807,0.569643167,1.953882713,-0.156878832,-1.070084071,-1.097064754,-0.258911419,-2.399861485,-1.912490496,-4.080004953,-0.353179153,1.855867037,3.809870814,-1.367542763,1.000977633,-0.903908463,1.947629242,2.92352339,-0.444644582,-0.971912702,0.311168573,0.004355906,-0.032684793,-1.211040876,2.389785831
"VC1303 para-aminobenzoate synthase, component I pabB Biosynthesis of cofactors, prosthetic groups, and carriers",1.644023175,0.420075775,0.013987301,-0.118388995,-0.192461563,0.095710378,0.915880386,-0.876568077,0.910353674,-1.123704098,0.963374073,0.153268028,0.135345821,0.264211729,-0.309616527,0.411147478,-0.448758148,-1.072510509,-0.489568126,1.310354039,0.173618015,-0.573959663,1.683919827,1.081525583,0.444188063,-0.9263093,-1.903139362,-1.672081434,-0.578621711,-1.46751164,-1.261839123,0.152483882,0.225179418,-0.358413101,0.221888785,0.555388591,-0.703963739,-0.955569181,1.623306261,-0.184680313,1.609173085,-0.303725997,0.22498779,-1.250653408,0.169259963,-1.097536545,1.241254622,-0.149689839,0.40582427,0.157047761,-0.632184572,1.080906349,0.155611499,0.297240581,0.415789675,0.059504305,-0.766153212,-0.167761701,-0.843679446,0.82547988,0.594178811,-0.222593976,0.167848899,-0.281648561,0.078922454,-0.012398481,-0.315536601,-1.035459537,0.985643785,0.298953861,1.101236675,0.130783694,-0.824222239,1.077502561,0.251390744,-0.420433373,0.937042347,1.258017724,0.700899582,-1.04779243,-1.362820408,-1.158207189,1.437415199,-0.489183721,0.253241019,-0.303592231,-1.042378344,-0.265679654,-1.825053076,0.210401512,-0.840540739
"VC1304 fumarate hydratase, class I, putative  Energy metabolism",-0.869249803,0.95108778,2.253003077,0.116420034,0.722021378,-1.229200061,-0.796508634,0.915989502,-1.097457372,-1.706474328,-0.37192449,1.036942769,-1.59819508,-1.622922533,-0.197163307,1.8773484,1.800364089,2.246176311,-0.301570803,-0.485075099,0.215937113,-1.011076448,0.126158318,-1.659348858,-1.178411059,-0.620752304,-2.129428333,2.130307642,1.043306925,1.192062344,2.303010023,-0.475608232,-0.108995477,0.303696738,-0.64176297,-0.288085903,-0.326459976,1.395952247,0.49253299,-0.326518456,0.921461685,0.628905535,-0.905454202,-0.193927921,-1.346558535,1.685696386,2.158181949,1.140610662,0.226183987,1.206783596,1.168384303,0.364161377,2.063195455,0.292908057,0.58264058,0.14089728,0.352834642,-1.542257193,-0.08718666,-0.474583416,1.229312263,-0.280844337,-1.456466268,-1.270397533,-2.226848461,-0.920786819,1.052970902,1.834888232,-0.924980024,-0.069505084,-0.617796426,-0.052901005,-0.59529393,-1.200745019,0.478146534,-0.525640266,-0.076869784,0.64193782,0.114253005,-0.710664073,0.433599424,0.698023105,-0.985754971,-0.129420369,1.086839915,1.731470295,0.163568484,,-1.465478266,1.616204678,-1.31243784
VC1305 hypothetical protein  ,-0.066959747,0.782091053,0.586468152,2.848071028,0.267462417,-2.464967041,0.465496351,1.441213529,0.912268853,0.473798235,-1.066962185,-0.212814051,0.302103704,0.727872181,-0.864269557,-1.016745265,-1.181775513,-0.628501342,-0.931467471,0.316972134,-0.559535407,-0.703033426,0.479498558,0.521348277,0.178137447,-0.795726646,0.010589802,-0.923774509,-0.365776127,-0.986764544,0.636331305,-0.504065666,0.051251406,0.900387106,0.082660981,0.717745917,-0.234285521,0.862226302,0.91271269,0.626759296,0.684388397,-0.013596539,0.691755078,-1.020270161,1.341064516,-0.849743174,0.386472812,-0.015465117,-1.325808973,0.504228139,-0.673513198,0.288650223,-1.215699429,2.868353596,1.393889222,2.099535287,0.11728895,0.21352345,-0.106441989,0.842299525,0.183002065,0.145350667,-0.251051136,-0.799547991,0.804887143,-0.095856779,-1.299754273,0.066874802,0.693389952,0.448426138,0.340372954,0.793807907,-0.612200394,-0.541525917,-1.052819252,0.874278066,-0.833841362,0.602656032,1.041190393,-0.608715607,-1.194141852,0.107200108,0.201536781,0.634418851,0.354285161,0.668624695,0.990101835,-3.999012767,-0.157485625,-1.284924121,0.40830056
VC1306 conserved hypothetical protein  Hypothetical proteins,0.64859427,0.463461355,0.253302402,-2.204190476,-0.84549434,-1.453025659,-2.048474233,-2.156448252,0.902422608,1.725667425,-0.800387186,-0.304227532,0.553941807,-0.654993805,1.009830232,1.411142447,1.464641301,0.935685028,-0.438881772,0.830738441,-0.177270585,0.728619195,1.558471716,-1.916175919,0.145178487,1.48851436,3.318291655,0.321430886,0.265082586,1.599907202,1.407099399,1.262747167,-2.309255837,-0.052238348,-0.274261839,-0.145565276,-0.808182247,0.586182805,-0.983761104,0.739753416,-0.300513146,-2.036776825,-1.63920221,0.696049708,-16.03004832,-11.28213264,-8.067025092,-11.53015236,-3.276647323,-1.739183447,-1.026841445,-1.466713436,0.723857717,-0.073827028,-0.673219402,-1.454809965,2.394578443,2.705567977,1.111767379,0.189215885,-2.194955476,-1.657665401,1.887172945,0.541997535,-1.699391243,0.309262671,-1.004944291,0.884276128,-0.610451825,-3.307036239,-0.506652535,-1.721274737,0.102787554,1.863234878,0.204045112,-2.714449536,-0.945630914,-0.017564849,0.269286045,1.888038475,1.505093665,1.347967708,-0.508651385,-0.624990213,1.142591013,0.91990203,1.170171567,-0.302263942,1.511973087,0.697449465,2.405656145
VC1309 ribosomal-protein-alanine acetyltransferase rimJ Protein synthesis,-0.425201161,0.153204422,-1.237774528,0.865906338,-0.017890575,-1.211071739,0.149329785,-1.042700274,0.281150738,0.122622671,0.601980184,-0.264254461,-0.525425128,-0.289092445,-0.98973383,1.963077236,-0.215217255,0.235267988,1.108564994,-0.283760972,-1.939326384,-0.720938655,0.277657885,-0.932566779,-1.412624665,-0.261841904,-0.083943488,0.345059367,0.815169902,0.055553442,0.834587851,-0.686248076,2.278045343,-0.474066919,-0.730060391,1.032857928,0.666463342,1.235841153,1.722948917,0.362005701,1.22163079,-0.285756076,0.300770842,-0.142922737,0.17715916,0.770194384,-0.341536379,-0.97582702,0.358186194,0.419040475,0.823697246,0.756582709,1.054308087,-2.144553657,-0.768977904,-0.774478281,-1.896156092,0.349193642,0.5769994,0.505989523,0.972379801,0.378865336,1.15016797,0.724853948,-0.280448815,1.135343611,0.637888874,-0.159222248,-0.049448015,-0.359297778,0.113716847,-1.371806874,-1.67179612,-0.602274288,0.125433796,0.728647771,0.518402738,0.371956132,0.631412002,1.671941264,-0.202377729,-0.394280596,0.483141507,-0.968583829,1.102054568,1.083177976,-1.553512042,0.866343922,0.738804121,-0.949797916,-0.95526394
VC1311 conserved hypothetical protein  Hypothetical proteins,-0.192339316,0.281963255,-1.072924684,0.880460193,-0.706779921,1.584340012,0.095334467,-0.175073759,-0.223948422,0.001574575,0.055089598,-0.401254459,-0.964577162,0.932966858,0.597089123,-0.684720328,-1.934911908,-0.150768546,-0.699656811,0.333151172,0.058229868,0.818080277,-0.451983731,0.61565949,1.774368371,-0.472364371,-0.04211991,0.003333366,0.788105156,-0.705840974,-0.839275857,0.394052941,1.747138137,-0.053164675,0.714248604,-0.784544002,-0.139264281,0.333575977,-0.056592366,-0.011063223,-0.17898052,0.137443823,1.563591047,-1.198941914,0.28212057,0.157871534,-0.0045523,1.1952941,-0.283307524,-0.701600409,-0.642614854,-1.953155545,0.953820039,0.457528651,0.683226497,0.79698982,-0.042207249,-1.269220783,1.414207391,-0.367243635,-0.328874642,1.33643934,0.397112252,-0.606551071,1.123999516,0.357615968,-0.501626493,-0.736163586,0.214538396,0.25414148,-0.786543677,1.232575846,-0.060713015,0.039271184,-0.177932953,-0.45470226,-0.03539342,0.037309001,-0.730472691,1.036614612,-0.679220715,-0.169579348,0.037823885,0.787940404,0.038359186,-0.03726784,-0.998020354,0.578311776,0.371650653,-0.105885222,0.200911872
"VC1312 alanine racemase, putative  Cell envelope",3.227123255,1.08517833,0.553517648,1.692295379,0.389620194,-0.31636416,-0.668308278,-0.943145921,0.791984035,1.525325551,0.992860209,-1.223147819,0.723200369,1.358842194,-1.857360968,-2.24876753,-1.669613516,-0.936666277,-2.87742453,0.453002659,-2.045316038,-0.96995156,-0.369375412,0.502655065,1.567407344,-0.783311828,-0.556916373,-0.474157398,0.623006399,-1.098024408,-1.041390067,0.245402929,0.605298499,1.268946761,0.258535184,0.268748261,-0.488969123,0.711258251,-1.312967602,-1.477237212,-0.400241761,-0.051946636,0.195006796,0.584130234,2.201410781,1.196051205,1.519642311,0.978174625,-1.34089306,-0.835137916,-0.518925683,0.643095032,-1.955188566,1.197013419,1.439828473,2.575288383,-0.694883475,1.720086954,-1.321099924,1.122244581,0.629538586,-0.34284936,-0.799946393,2.33687257,-1.492277836,-0.604628379,-0.364475005,-0.477196987,1.132736219,2.278120556,-0.451141296,-1.300431408,-0.030695212,1.387044435,0.122118651,0.550020459,-1.704879455,0.032774025,-0.26387929,-0.719142299,-0.893217087,0.214023919,-0.239372757,1.113081031,0.914246537,-0.444071272,1.440677988,-0.971043426,0.177235659,-0.129043199,1.050858049
VC1313 methyl-accepting chemotaxis protein  Cellular processes,-0.627645389,0.285446398,1.207380739,0.440315368,0.12767112,0.619644451,-0.684853183,-2.048549658,-0.40427775,-0.169280023,-0.121825159,-1.045718742,-0.771832894,-0.592173354,1.625245534,-0.923837575,0.555884361,0.096646752,0.420928322,-0.413264067,0.330651586,0.56530659,-0.270452827,2.111034123,1.572532061,0.8771563,0.240690515,0.945823818,-0.738788828,0.217149833,0.11809905,0.114381529,-0.008082174,0.317694506,1.144919373,-1.317407685,-1.271027574,-0.076664943,1.143515383,0.092328166,-0.28813478,-1.1257874,-0.199483087,0.640508056,-0.413189685,-0.014407892,0.539282214,0.134949033,0.021552698,-0.879647761,-0.81679573,0.539902836,0.521398342,0.718611697,0.100968928,0.88576936,0.533815735,-0.636529892,0.707021341,-1.902562221,-0.605505227,-0.690699907,1.005529376,-0.50954832,-0.65303996,-0.238627498,-0.94408815,0.168030928,0.229368916,-0.555693099,1.812583303,0.976615876,0.167093759,0.846854149,-0.604108263,-0.217795206,-0.352010408,-0.639701667,-1.117762291,0.332219678,0.856294077,-0.236937995,-1.12716664,-0.280825952,-1.589362981,-1.231957422,-0.18753776,-0.606017469,1.322201673,-0.253039679,0.341431819
"VC1314 transporter, putative  Transport and binding proteins",-1.582617848,0.623723084,0.020332628,1.003818692,-1.679820401,0.066207145,-0.585066649,0.926056871,1.141364878,-0.047210022,-1.136799331,1.042642981,-1.329740876,-0.377077355,0.967666405,1.665399593,0.405960974,0.348993827,-0.229475221,0.803791206,1.200726906,2.669192962,-1.527234041,0.221486551,0.195701381,0.978534158,-0.041554131,-1.601099612,-1.870990997,-0.392525744,2.090566512,-0.318214002,-0.172159294,0.276287134,1.134850488,-0.387869714,-0.939301053,-1.049027482,0.014029234,-0.275654895,-1.222350745,-0.582591412,-0.494563695,-0.901391068,0.220892057,0.198970993,-0.384699773,-0.517083835,-0.332798802,-0.230690635,0.616915176,-1.957647756,1.134954034,0.005287456,-0.692874722,0.693797786,-0.30116023,-0.464880874,0.2307804,1.297832108,1.127298308,0.262732252,0.12102985,-0.776423806,-0.00032887,0.033309974,-0.493426385,-0.333599024,-0.88646032,0.449259836,0.35667181,0.712806323,0.991028887,1.560794215,0.437480511,0.098828415,-0.83671714,0.337026301,-0.265398901,-0.220211408,-1.875915657,0.173071891,0.84444836,0.911766017,1.398167078,-0.439691943,-0.13516193,,0.636739071,1.012495916,1.286502826
VC1315 sensor histidine kinase  Regulatory functions,1.356315398,-1.151488291,0.450032691,1.836427711,-1.121387324,-0.302848036,-0.464332908,-0.772490952,-1.246433804,0.127199426,0.224787131,-3.854739954,0.495968148,0.512243685,0.083164083,1.145481389,0.978920409,0.771758075,-0.227173918,-1.861060609,-0.503018945,1.54257983,-0.902732138,-1.024334055,-1.2718291,-0.472566777,0.940386443,1.587993579,0.721264034,0.01469656,2.620375572,0.664306206,-0.098369987,0.984539114,0.566068113,0.202048701,-0.711568809,1.73020262,0.487109451,-1.068327751,0.7228103,0.273569473,-0.219660241,0.656433129,0.21423181,1.632646643,0.020721494,0.257176973,-0.302244737,1.320774009,0.915169018,0.077358557,1.420017612,-1.540793761,0.203622201,-2.432310896,-0.422022138,-1.540288248,-0.40573439,-1.450753502,-2.396901695,1.059196228,-0.600407828,-1.911965787,0.795919719,-0.067434179,-0.345759116,1.253280448,-0.203623608,-0.441460434,0.433500002,-0.347729611,1.048410792,0.900423683,-2.733859464,-2.840578339,-0.300483001,-0.444577573,0.879171387,-1.542217153,0.250477802,-0.458700695,0.070528507,2.882762167,1.566854374,2.262007861,1.255985233,,0.660519031,2.389346429,3.858455258
"VC1316 chemotaxis protein CheY, putative  Cellular processes",0.0146498,-1.025824785,0.542069572,-0.642847362,0.529319527,0.093548311,0.763121995,0.445932748,1.059306967,0.518425026,-0.12492614,-0.16530373,0.904433137,-1.006764776,0.794985771,0.091117484,0.737875431,-0.616780993,-0.664780383,0.540195332,1.237874458,0.867423832,-0.209268095,-0.139129961,1.051305838,1.014905409,0.193142692,-0.080812171,-0.663191814,0.779637401,-0.257965013,-0.498261596,-1.023144534,-0.30222878,0.583609774,-0.435972315,-0.974005881,-0.44050977,2.004204039,-0.253532755,-0.598876227,0.94251817,-1.076817231,0.166010773,0.444099727,-0.962424233,-0.273025048,-1.413135593,-1.375036675,-0.338183803,-0.999815789,-0.313370744,-0.255652731,-0.067902782,-0.187307188,0.232851032,0.577962038,0.377135715,0.533284723,-1.191547832,-0.027876144,0.440470563,0.225510583,0.270270508,-0.938270043,-0.8113504,-0.575844877,0.059448679,1.700100341,-0.64497295,-1.318459062,0.33384394,0.826280034,0.269492661,0.278963732,-0.474742496,-0.434809856,-0.45905795,-1.246256402,1.892373516,-0.216884528,-0.121697202,-1.275396976,1.060233682,-0.002115352,0.290998823,0.518122305,-0.437632238,1.280130467,0.529084679,0.36277826
VC1317 conserved hypothetical protein  Hypothetical proteins,-0.538559588,1.178583747,-1.468146567,1.282368755,-0.152707266,-1.080955022,0.462104991,0.098189941,0.882328629,0.582710344,-0.893946313,-2.02861062,-0.34645384,1.102212084,0.837945963,-1.427733594,-1.296907868,-0.873881028,-2.641715517,0.858526445,-0.524131266,1.069985135,0.294827206,-0.419517182,0.912219112,-0.228163453,0.279097984,-1.209562553,-1.451721069,-0.548239388,-0.333238245,-0.877901717,-0.221282979,0.375897695,-0.223465027,0.965673268,0.057142857,1.452781885,0.714709902,0.890568599,1.4201025,-0.03880315,-0.351233189,0.096479245,1.361803577,-0.367096083,0.24858221,-0.171756438,-0.789952116,0.308089524,-1.060886422,0.433529808,0.151979278,0.622651486,0.890349659,0.549770212,-0.500987101,-0.729544108,-0.980413006,0.4924261,0.796894163,1.233019033,0.740134122,0.269262175,0.96011409,-0.388740565,-2.301425279,-0.961163758,0.488530596,2.017341456,1.181577355,0.721025337,-0.615193659,0.021922285,0.687741663,0.835677283,-0.444785186,0.180112799,0.308685748,0.843057241,-1.801307486,1.142516393,0.083319945,0.289579674,1.018000835,0.688757215,-0.385933924,-0.857376493,0.438017602,-2.051544724,1.0661689
VC1318 outer membrane protein OmpV ompV Cell envelope,-2.232607716,-2.549543569,-0.733007898,-1.959111271,-1.15006468,-0.665710422,-0.330120616,-0.447841296,0.585015084,1.686737424,-1.394792887,2.504970593,2.256408524,0.93039691,1.359413337,1.206172616,3.208409745,1.285886923,-1.013763431,1.037973408,0.284164362,2.031186591,-0.016095838,1.708548028,-0.418327088,-0.264012883,-0.614922374,0.497855927,-1.823705968,1.500011141,1.652247904,0.984867124,-1.899248554,-1.618910675,1.356434361,0.830681405,-0.871719016,0.462743493,0.577813022,-1.125865489,-0.058105412,-0.393771357,0.589121792,-0.636098238,-1.376230533,1.871451388,-1.410738525,1.25103182,-0.330977617,1.110804594,0.122210112,0.280914757,1.574726775,-0.866843082,0.985915024,-0.917124881,1.465000589,-1.039012136,-0.934278162,0.759508055,-1.941617386,0.289675866,-0.008592047,-1.238516136,0.858702951,-1.185155527,-0.288873277,1.631961019,1.004495388,0.561116974,-0.5460184,0.093959642,-0.52287859,-1.302608114,-1.176120835,-1.724568334,-0.345431814,0.49653535,0.310161191,-0.425881613,-1.226719246,-0.060856213,-1.26440676,0.782554694,1.674759015,2.130430054,1.567583601,,1.047622247,1.930098515,1.144209659
VC1319 sensor histidine kinase  Regulatory functions,0.283138875,-0.38596923,-0.933076641,-1.030901407,-0.949635101,1.476803132,0.856696333,-0.049339721,-0.688816026,-0.416454391,-0.864384891,0.849685755,0.835864081,1.613151495,-1.276452327,-0.049510614,1.241437012,0.42168612,-1.447495047,0.560373644,-0.5476114,-1.184956703,-0.291012065,-1.027675029,-0.17732941,0.688285719,-0.642001714,2.801271111,1.064451831,0.578488973,0.238711857,3.200280059,-2.319648437,0.33916659,-1.140773272,-2.666318987,1.84955067,-0.15187763,-0.884227799,-1.161043537,-1.103238569,0.442560886,-0.285703978,-0.26451754,-1.204491021,0.648454946,-0.530630035,0.98061672,0.895049591,1.788877018,0.729820612,1.45437468,1.020129383,-0.478665398,0.452353096,-0.940606186,1.168772683,-0.537825904,-0.214176695,-1.936309695,-1.724176296,0.385754475,-1.464603121,-1.89856178,1.427277975,2.455106275,0.753439614,2.252994386,-0.762575816,0.209954032,0.313146531,-0.678017123,-1.326159131,0.658613244,0.591112823,-2.030488611,-0.205938704,1.546710691,-0.143929858,-1.3225383,0.008810501,1.142453997,0.077134035,0.366645116,-0.955175167,-1.239977514,-0.450175965,,-0.335192298,1.117665788,-0.143654864
VC1320 DNA-binding response regulator  Regulatory functions,1.951181059,0.97637639,-0.410023173,0.816912907,-2.731365483,0.1936498,-2.666354213,-2.392286664,-0.459953425,-0.148930269,-0.410110251,1.221096916,-0.91452079,-1.683470998,1.096184802,0.643331203,-0.729645576,0.093294766,0.490550208,-0.969486694,0.466104006,1.373056228,0.448485783,-0.607328321,0.336904279,0.850399855,-0.34842199,0.572876645,0.191158457,-0.145392444,0.289326703,0.113535399,-0.362887023,0.651995531,0.22678484,0.77058535,-2.091064723,0.515459893,0.796201441,1.091964178,0.931899464,-3.975695502,-3.409374703,0.836540922,1.397029317,0.848741625,1.455495585,0.736996026,-0.014844727,0.596952637,-1.749770884,-1.836413613,0.221111004,0.408249162,-0.495043298,-1.125562511,-0.399000809,0.414464721,1.402683114,-1.333884978,0.047439578,-0.791742616,-0.180353898,0.507397152,-0.528449715,0.670994569,-1.130870907,-1.42921802,-1.408735916,0.921436046,-2.062222299,-1.926400914,-2.314883553,-1.200493667,-0.36771204,0.18217226,0.915936249,-1.733590989,-2.154619084,0.943554591,-1.492508143,-1.813342441,-0.798161382,-0.762542865,2.909743537,1.625001948,0.636209223,,0.224542442,0.501847036,-0.248204572
VC1321 hypothetical protein  ,1.474361488,0.922518434,0.582940291,-0.595177967,-0.498137368,-1.682141155,0.804432775,0.718664684,-1.917248826,-1.156061506,0.502919274,0.804138001,0.045550461,-0.001971265,0.513231002,0.718627755,1.003141648,1.309712236,0.201955846,-0.865428209,0.722409167,-0.406003594,-1.675313635,-0.582106413,0.067270098,0.744027105,-0.436307822,1.332259897,1.151495162,1.159630788,-0.537596268,0.403756566,-1.082716709,-0.742659683,-0.651352259,-1.016026755,-1.183136217,1.142787108,-0.581595203,-0.647824796,1.543144084,0.018241718,0.152855104,0.232307415,-1.703451923,1.827231723,1.169839456,1.091382362,-1.254773448,-0.649667526,0.483100968,-0.470355059,2.041191032,-1.392270747,-1.389963204,0.465141252,1.293298024,0.037467067,1.120317445,-0.501183346,-0.625771307,-2.072297417,-0.68967974,1.034694661,-1.423461258,-0.790704291,1.058969824,1.093943477,1.062676519,0.007558917,-0.616477624,-0.041168507,-0.770196411,0.099709937,0.548987921,-0.800207875,0.687236262,-0.930694414,-0.143311148,0.091243296,0.057765127,0.599037614,-0.067817505,-1.781200878,0.489454155,0.937182765,0.386137521,0.451926518,-0.12181795,-0.126873875,-1.032197488
VC1323 hypothetical protein  ,-1.08995296,-0.085908071,3.489758362,-1.131060677,1.965635062,-0.998128348,0.957660022,0.634643437,-0.690176016,-0.186937849,0.984921253,0.197903825,0.11751749,-0.738850938,-1.608553913,0.41890568,1.147996045,0.949371258,0.961781185,1.294554869,1.248797632,-0.186002743,0.21116723,0.327105698,-0.540964508,0.149074486,-1.010359399,-0.14547602,0.902792818,1.892192056,1.025601768,-0.082583798,-0.572663486,-0.726254474,-0.246075828,-0.433093351,-0.408913798,-0.503537147,0.419585936,1.041741433,-0.784892352,0.382845875,-1.397481786,0.847920554,-0.670801676,-0.526264858,0.501555141,0.033952077,-1.197807226,0.69272434,-0.985303978,-0.370065715,0.570836827,0.944170156,-0.27729832,-0.098415358,0.42061947,0.075709395,-0.899160067,0.079658362,1.039783938,0.371424193,0.297737517,0.910582705,0.971171673,-0.081774338,-0.317556841,1.234309176,0.597404861,-0.582988431,-0.346616091,-0.722643201,-0.62750754,0.443180372,1.568163281,-0.185005863,0.107465495,-0.396188274,0.274802678,0.083101821,1.132178301,-0.695325471,0.050021868,-0.93430406,-1.116839039,-1.04149807,1.67762911,0.186095929,-0.608594764,1.858571646,0.889773711
VC1324 hypothetical protein  ,1.611065602,0.335183422,-0.126681704,0.227378403,0.091283689,0.77650371,0.069190818,-0.988753541,-0.881625749,-0.194655616,-0.760161185,1.091355882,-0.948438604,-0.214969208,0.140181907,-0.764498889,-0.354527916,0.55593885,0.962814353,0.702576329,1.296985935,0.69625399,0.121866716,-0.020440323,0.60107806,-0.490127433,0.160701532,0.406430575,0.744182593,-0.291650965,0.5234828,0.321284626,0.995517643,0.231103679,0.794661013,0.411163745,-0.49456795,0.600621374,-0.441559775,0.480645117,0.003462741,0.189267197,1.118736406,-1.907927439,0.313067974,0.472585171,1.868712661,0.095409189,1.192173207,-1.09692934,0.625372031,-0.048580292,0.778508145,0.569944894,0.269269988,-0.602692624,-0.39358992,-1.457373497,0.906566854,-0.281765147,1.253991457,-0.324986785,-1.32476827,-1.724391818,-0.355946748,-0.159384396,0.169168356,-0.971037904,-1.516903493,-0.85779858,0.055137235,0.391251398,0.384973896,1.067093597,-0.975277071,-0.425363532,0.028754559,0.161920449,-1.128930877,1.421365619,-0.581311593,-1.337382057,-0.165551267,0.780595834,-0.190921522,-1.416865881,-1.164022562,1.816677545,-0.190089349,1.941549426,-0.002714002
